=== ALU UNIT TEST REPORT ===
PASS | Op: XOR A: 0x3524 B: 0x5e81 -> Res=0x6ba5 Z=0
PASS | Op: AND A: 0x4a1e B: 0x823e -> Res=0x21e Z=0
PASS | Op: XOR A: 0xf5aa B: 0xd4da -> Res=0x2170 Z=0
PASS | Op: SUB A: 0x8afa B: 0xdab1 -> Res=0xb049 Z=0
PASS | Op: XOR A: 0x453f B: 0xa8a9 -> Res=0xed96 Z=0
PASS | Op: ADD A: 0x941d B: 0x8984 -> Res=0x1da1 Z=0
PASS | Op: OR A: 0x727c B: 0x7857 -> Res=0x7a7f Z=0
PASS | Op: XOR A: 0x83a0 B: 0xf6da -> Res=0x757a Z=0
PASS | Op: ADD A: 0xa20f B: 0xdf13 -> Res=0x8122 Z=0
PASS | Op: ADD A: 0x743b B: 0xaae8 -> Res=0x1f23 Z=0
PASS | Op: XOR A: 0x9611 B: 0xc869 -> Res=0x5e78 Z=0
PASS | Op: ADD A: 0x29ca B: 0x83a -> Res=0x3204 Z=0
PASS | Op: AND A: 0x2ed6 B: 0x2937 -> Res=0x2816 Z=0
PASS | Op: OR A: 0x13fc B: 0x218d -> Res=0x33fd Z=0
PASS | Op: ADD A: 0x7b9e B: 0xe933 -> Res=0x64d1 Z=0
PASS | Op: XOR A: 0x36f6 B: 0xe5f8 -> Res=0xd30e Z=0
PASS | Op: ADD A: 0x9393 B: 0x523e -> Res=0xe5d1 Z=0
PASS | Op: OR A: 0x55bf B: 0xc9d5 -> Res=0xddff Z=0
PASS | Op: AND A: 0xb2e1 B: 0x771b -> Res=0x3201 Z=0
PASS | Op: XOR A: 0x52b3 B: 0x568 -> Res=0x57db Z=0
PASS | Op: XOR A: 0x3fe B: 0x71e3 -> Res=0x721d Z=0
PASS | Op: XOR A: 0x819e B: 0x4353 -> Res=0xc2cd Z=0
PASS | Op: SUB A: 0x3a54 B: 0x675 -> Res=0x33df Z=0
PASS | Op: XOR A: 0xdb2b B: 0xb2a8 -> Res=0x6983 Z=0
PASS | Op: AND A: 0x977a B: 0x6000 -> Res=0x0 Z=0
PASS | Op: ADD A: 0xe4e7 B: 0xa40e -> Res=0x88f5 Z=0
PASS | Op: SUB A: 0xa28f B: 0xf568 -> Res=0xad27 Z=0
PASS | Op: AND A: 0x8629 B: 0x4059 -> Res=0x9 Z=0
PASS | Op: XOR A: 0x60ff B: 0x3717 -> Res=0x57e8 Z=0
PASS | Op: SUB A: 0x323 B: 0x83dd -> Res=0x7f46 Z=0
PASS | Op: XOR A: 0xf4a6 B: 0x7300 -> Res=0x87a6 Z=0
PASS | Op: XOR A: 0xa064 B: 0x1983 -> Res=0xb9e7 Z=0
PASS | Op: AND A: 0x5af5 B: 0x925b -> Res=0x1251 Z=0
PASS | Op: ADD A: 0x6fcb B: 0x6017 -> Res=0xcfe2 Z=0
PASS | Op: XOR A: 0x5dfd B: 0x50bc -> Res=0xd41 Z=0
PASS | Op: OR A: 0x1162 B: 0x4aa5 -> Res=0x5be7 Z=0
PASS | Op: ADD A: 0x853f B: 0xd507 -> Res=0x5a46 Z=0
PASS | Op: XOR A: 0x2bc1 B: 0x2ca5 -> Res=0x764 Z=0
PASS | Op: ADD A: 0xe0df B: 0x1442 -> Res=0xf521 Z=0
PASS | Op: AND A: 0x6a64 B: 0xa28d -> Res=0x2204 Z=0
PASS | Op: AND A: 0x2df8 B: 0x3bfa -> Res=0x29f8 Z=0
PASS | Op: XOR A: 0x8808 B: 0x1630 -> Res=0x9e38 Z=0
PASS | Op: ADD A: 0x80dd B: 0x110f -> Res=0x91ec Z=0
PASS | Op: ADD A: 0x75b0 B: 0x7e3a -> Res=0xf3ea Z=0
PASS | Op: OR A: 0x7723 B: 0x2eb0 -> Res=0x7fb3 Z=0
PASS | Op: ADD A: 0xe160 B: 0x8884 -> Res=0x69e4 Z=0
PASS | Op: SUB A: 0xaf68 B: 0xa2f8 -> Res=0xc70 Z=0
PASS | Op: OR A: 0xdb50 B: 0xb84a -> Res=0xfb5a Z=0
PASS | Op: XOR A: 0x10c7 B: 0x8494 -> Res=0x9453 Z=0
PASS | Op: XOR A: 0xa739 B: 0x9f93 -> Res=0x38aa Z=0
PASS | Op: XOR A: 0x6ed8 B: 0xe129 -> Res=0x8ff1 Z=0
PASS | Op: SUB A: 0xef2b B: 0x71df -> Res=0x7d4c Z=0
PASS | Op: AND A: 0x2677 B: 0xe6dc -> Res=0x2654 Z=0
PASS | Op: ADD A: 0xce72 B: 0xba35 -> Res=0x88a7 Z=0
PASS | Op: ADD A: 0xc2b7 B: 0xfc32 -> Res=0xbee9 Z=0
PASS | Op: SUB A: 0x7a4 B: 0xea50 -> Res=0x1d54 Z=0
PASS | Op: AND A: 0x9bad B: 0xe829 -> Res=0x8829 Z=0
PASS | Op: XOR A: 0xdb6 B: 0xc4 -> Res=0xd72 Z=0
PASS | Op: XOR A: 0x1357 B: 0xdc05 -> Res=0xcf52 Z=0
PASS | Op: ADD A: 0xfa4c B: 0x5da5 -> Res=0x57f1 Z=0
PASS | Op: OR A: 0x52b5 B: 0xee03 -> Res=0xfeb7 Z=0
PASS | Op: XOR A: 0xf0ce B: 0xda3f -> Res=0x2af1 Z=0
PASS | Op: SUB A: 0x5b89 B: 0x5f90 -> Res=0xfbf9 Z=0
PASS | Op: XOR A: 0xa605 B: 0xc928 -> Res=0x6f2d Z=0
PASS | Op: SUB A: 0xef07 B: 0xc293 -> Res=0x2c74 Z=0
PASS | Op: AND A: 0x5897 B: 0xb279 -> Res=0x1011 Z=0
PASS | Op: XOR A: 0x9135 B: 0x7e68 -> Res=0xef5d Z=0
PASS | Op: SUB A: 0x75d8 B: 0x62e6 -> Res=0x12f2 Z=0
PASS | Op: SUB A: 0x5e1a B: 0xe5a8 -> Res=0x7872 Z=0
PASS | Op: OR A: 0x3017 B: 0xfca3 -> Res=0xfcb7 Z=0
PASS | Op: OR A: 0x2fb8 B: 0x1e4b -> Res=0x3ffb Z=0
PASS | Op: OR A: 0x1b2a B: 0x889 -> Res=0x1bab Z=0
PASS | Op: XOR A: 0xa424 B: 0x51ec -> Res=0xf5c8 Z=0
PASS | Op: XOR A: 0x53fd B: 0xb160 -> Res=0xe29d Z=0
PASS | Op: OR A: 0xc8d8 B: 0xef1c -> Res=0xefdc Z=0
PASS | Op: XOR A: 0x7dbd B: 0xec12 -> Res=0x91af Z=0
PASS | Op: XOR A: 0x287a B: 0x8b9a -> Res=0xa3e0 Z=0
PASS | Op: AND A: 0x294e B: 0x8c13 -> Res=0x802 Z=0
PASS | Op: XOR A: 0x2a91 B: 0x1f90 -> Res=0x3501 Z=0
PASS | Op: XOR A: 0x30d3 B: 0x2d89 -> Res=0x1d5a Z=0
PASS | Op: SUB A: 0xf1e4 B: 0x21a0 -> Res=0xd044 Z=0
PASS | Op: XOR A: 0x910f B: 0xb1bf -> Res=0x20b0 Z=0
PASS | Op: ADD A: 0xb66f B: 0xa238 -> Res=0x58a7 Z=0
PASS | Op: OR A: 0xb5ce B: 0xbb4c -> Res=0xbfce Z=0
PASS | Op: XOR A: 0x1578 B: 0x240c -> Res=0x3174 Z=0
PASS | Op: OR A: 0xf993 B: 0x2ced -> Res=0xfdff Z=0
PASS | Op: XOR A: 0xa2a9 B: 0x870e -> Res=0x25a7 Z=0
PASS | Op: ADD A: 0x8236 B: 0x427f -> Res=0xc4b5 Z=0
PASS | Op: ADD A: 0x280c B: 0x8b9 -> Res=0x30c5 Z=0
PASS | Op: ADD A: 0xe10c B: 0xd822 -> Res=0xb92e Z=0
PASS | Op: ADD A: 0x45c1 B: 0x48e8 -> Res=0x8ea9 Z=0
PASS | Op: ADD A: 0xd35 B: 0x9ee0 -> Res=0xac15 Z=0
PASS | Op: OR A: 0x718e B: 0xd319 -> Res=0xf39f Z=0
PASS | Op: XOR A: 0xd816 B: 0xc75a -> Res=0x1f4c Z=0
PASS | Op: ADD A: 0xa75a B: 0x57a5 -> Res=0xfeff Z=0
PASS | Op: ADD A: 0x1225 B: 0xa854 -> Res=0xba79 Z=0
PASS | Op: XOR A: 0x5874 B: 0xfad5 -> Res=0xa2a1 Z=0
PASS | Op: AND A: 0x7991 B: 0x3f2 -> Res=0x190 Z=0
PASS | Op: AND A: 0xfe1b B: 0xd1d2 -> Res=0xd012 Z=0
PASS | Op: ADD A: 0x4cbe B: 0x9fa0 -> Res=0xec5e Z=0
PASS | Op: ADD A: 0xf999 B: 0xa0f8 -> Res=0x9a91 Z=0
PASS | Op: SUB A: 0x390b B: 0xe285 -> Res=0x5686 Z=0
PASS | Op: XOR A: 0x2c23 B: 0xe871 -> Res=0xc452 Z=0
PASS | Op: ADD A: 0x3dec B: 0x4538 -> Res=0x8324 Z=0
PASS | Op: XOR A: 0xa275 B: 0x56d0 -> Res=0xf4a5 Z=0
PASS | Op: AND A: 0x103c B: 0xbb3c -> Res=0x103c Z=0
PASS | Op: ADD A: 0x268e B: 0x8dbe -> Res=0xb44c Z=0
PASS | Op: XOR A: 0x7aee B: 0x1b -> Res=0x7af5 Z=0
PASS | Op: XOR A: 0x49f8 B: 0x7a5b -> Res=0x33a3 Z=0
PASS | Op: OR A: 0x5b6a B: 0xc1ba -> Res=0xdbfa Z=0
PASS | Op: XOR A: 0x3016 B: 0x45a8 -> Res=0x75be Z=0
PASS | Op: XOR A: 0xb708 B: 0x172e -> Res=0xa026 Z=0
PASS | Op: XOR A: 0x3fa6 B: 0xa444 -> Res=0x9be2 Z=0
PASS | Op: ADD A: 0xc978 B: 0x6a21 -> Res=0x3399 Z=0
PASS | Op: ADD A: 0x7bc B: 0xae27 -> Res=0xb5e3 Z=0
PASS | Op: XOR A: 0x7c22 B: 0xee1a -> Res=0x9238 Z=0
PASS | Op: XOR A: 0x635b B: 0x8e19 -> Res=0xed42 Z=0
PASS | Op: ADD A: 0x7da8 B: 0x751b -> Res=0xf2c3 Z=0
PASS | Op: SUB A: 0x2c8c B: 0x34ed -> Res=0xf79f Z=0
PASS | Op: AND A: 0x2ab8 B: 0x7a50 -> Res=0x2a10 Z=0
PASS | Op: XOR A: 0x5740 B: 0x412a -> Res=0x166a Z=0
PASS | Op: ADD A: 0xb00f B: 0xe6a8 -> Res=0x96b7 Z=0
PASS | Op: AND A: 0xf65a B: 0xdde8 -> Res=0xd448 Z=0
PASS | Op: ADD A: 0xd33c B: 0x9077 -> Res=0x63b3 Z=0
PASS | Op: AND A: 0x3165 B: 0xa195 -> Res=0x2105 Z=0
PASS | Op: XOR A: 0x9b2a B: 0x2451 -> Res=0xbf7b Z=0
PASS | Op: XOR A: 0x986a B: 0xc5ee -> Res=0x5d84 Z=0
PASS | Op: SUB A: 0xd6a7 B: 0xe9ed -> Res=0xecba Z=0
PASS | Op: XOR A: 0x4bc7 B: 0x4d63 -> Res=0x6a4 Z=0
PASS | Op: SUB A: 0xd6c5 B: 0xbefb -> Res=0x17ca Z=0
PASS | Op: ADD A: 0xdc7e B: 0x9f9a -> Res=0x7c18 Z=0
PASS | Op: SUB A: 0xa8fa B: 0x2f72 -> Res=0x7988 Z=0
PASS | Op: SUB A: 0x1e09 B: 0x18e8 -> Res=0x521 Z=0
PASS | Op: AND A: 0x97a8 B: 0x4ac -> Res=0x4a8 Z=0
PASS | Op: ADD A: 0xbf94 B: 0x3a71 -> Res=0xfa05 Z=0
PASS | Op: XOR A: 0x5858 B: 0xef9a -> Res=0xb7c2 Z=0
PASS | Op: ADD A: 0x1607 B: 0x1fbe -> Res=0x35c5 Z=0
PASS | Op: AND A: 0x2ad1 B: 0x38e7 -> Res=0x28c1 Z=0
PASS | Op: XOR A: 0x90ac B: 0xc491 -> Res=0x543d Z=0
PASS | Op: SUB A: 0x5e12 B: 0x7bdc -> Res=0xe236 Z=0
PASS | Op: SUB A: 0x3439 B: 0xb3af -> Res=0x808a Z=0
PASS | Op: SUB A: 0xdc76 B: 0xc740 -> Res=0x1536 Z=0
PASS | Op: XOR A: 0x770e B: 0x2e55 -> Res=0x595b Z=0
PASS | Op: AND A: 0x819f B: 0x43c0 -> Res=0x180 Z=0
PASS | Op: AND A: 0x8ad4 B: 0xe1f4 -> Res=0x80d4 Z=0
PASS | Op: XOR A: 0xee1a B: 0xa66c -> Res=0x4876 Z=0
PASS | Op: XOR A: 0xa40c B: 0x4335 -> Res=0xe739 Z=0
PASS | Op: XOR A: 0x1862 B: 0x1aec -> Res=0x28e Z=0
PASS | Op: XOR A: 0x253a B: 0x85df -> Res=0xa0e5 Z=0
PASS | Op: ADD A: 0x26a1 B: 0xc981 -> Res=0xf022 Z=0
PASS | Op: AND A: 0x62a6 B: 0xf2f5 -> Res=0x62a4 Z=0
PASS | Op: OR A: 0x1c4c B: 0xfd44 -> Res=0xfd4c Z=0
PASS | Op: XOR A: 0xe01a B: 0x920c -> Res=0x7216 Z=0
PASS | Op: AND A: 0x61fb B: 0xf2c1 -> Res=0x60c1 Z=0
PASS | Op: XOR A: 0x1e3d B: 0x8fff -> Res=0x91c2 Z=0
PASS | Op: XOR A: 0x88f4 B: 0x6f85 -> Res=0xe771 Z=0
PASS | Op: XOR A: 0xc5c B: 0xfa0 -> Res=0x3fc Z=0
PASS | Op: XOR A: 0x252c B: 0xbcfb -> Res=0x99d7 Z=0
PASS | Op: SUB A: 0xc6fd B: 0xbeab -> Res=0x852 Z=0
PASS | Op: XOR A: 0x1929 B: 0xbec4 -> Res=0xa7ed Z=0
PASS | Op: ADD A: 0x1390 B: 0x4c3b -> Res=0x5fcb Z=0
PASS | Op: XOR A: 0xc238 B: 0x4696 -> Res=0x84ae Z=0
PASS | Op: AND A: 0xe25a B: 0xa9f9 -> Res=0xa058 Z=0
PASS | Op: ADD A: 0x990 B: 0xef9a -> Res=0xf92a Z=0
PASS | Op: ADD A: 0xf18d B: 0x9a7d -> Res=0x8c0a Z=0
PASS | Op: XOR A: 0x7f69 B: 0xae53 -> Res=0xd13a Z=0
PASS | Op: ADD A: 0x9c8f B: 0x3611 -> Res=0xd2a0 Z=0
PASS | Op: OR A: 0x5434 B: 0xec03 -> Res=0xfc37 Z=0
PASS | Op: SUB A: 0x3d10 B: 0x15a9 -> Res=0x2767 Z=0
PASS | Op: AND A: 0x2f16 B: 0x3e55 -> Res=0x2e14 Z=0
PASS | Op: OR A: 0xc0bd B: 0xde59 -> Res=0xdefd Z=0
PASS | Op: OR A: 0x65c1 B: 0x5b63 -> Res=0x7fe3 Z=0
PASS | Op: XOR A: 0x9fb7 B: 0xd2d6 -> Res=0x4d61 Z=0
PASS | Op: AND A: 0x35b6 B: 0xd5e9 -> Res=0x15a0 Z=0
PASS | Op: AND A: 0xa108 B: 0x9f9f -> Res=0x8108 Z=0
PASS | Op: AND A: 0x5b25 B: 0x19ea -> Res=0x1920 Z=0
PASS | Op: ADD A: 0x202f B: 0x1bc7 -> Res=0x3bf6 Z=0
PASS | Op: XOR A: 0x62e B: 0xdc6d -> Res=0xda43 Z=0
PASS | Op: ADD A: 0xe63f B: 0x1508 -> Res=0xfb47 Z=0
PASS | Op: SUB A: 0x7ea6 B: 0x6b83 -> Res=0x1323 Z=0
PASS | Op: XOR A: 0x6aa1 B: 0x9e9 -> Res=0x6348 Z=0
PASS | Op: OR A: 0x7c82 B: 0xaafb -> Res=0xfefb Z=0
PASS | Op: ADD A: 0xfa4d B: 0xed76 -> Res=0xe7c3 Z=0
PASS | Op: XOR A: 0x6441 B: 0xfcee -> Res=0x98af Z=0
PASS | Op: OR A: 0x622 B: 0x85ab -> Res=0x87ab Z=0
PASS | Op: ADD A: 0x80fb B: 0xcf87 -> Res=0x5082 Z=0
PASS | Op: ADD A: 0x4053 B: 0x7d1a -> Res=0xbd6d Z=0
PASS | Op: XOR A: 0x9b41 B: 0x76ce -> Res=0xed8f Z=0
PASS | Op: ADD A: 0x6ab4 B: 0x4a55 -> Res=0xb509 Z=0
PASS | Op: XOR A: 0x5d29 B: 0x7f91 -> Res=0x22b8 Z=0
PASS | Op: SUB A: 0x9d62 B: 0x3cb2 -> Res=0x60b0 Z=0
PASS | Op: ADD A: 0x342e B: 0x793 -> Res=0x3bc1 Z=0
PASS | Op: XOR A: 0x17af B: 0x4681 -> Res=0x512e Z=0
PASS | Op: OR A: 0xceec B: 0xe9da -> Res=0xeffe Z=0
PASS | Op: SUB A: 0xe4a0 B: 0x27fd -> Res=0xbca3 Z=0
PASS | Op: ADD A: 0x9a5c B: 0xc958 -> Res=0x63b4 Z=0
PASS | Op: XOR A: 0x5111 B: 0xddef -> Res=0x8cfe Z=0
PASS | Op: SUB A: 0x35a4 B: 0x8f0a -> Res=0xa69a Z=0
PASS | Op: OR A: 0xca45 B: 0x9204 -> Res=0xda45 Z=0
PASS | Op: XOR A: 0xd2fb B: 0x2fea -> Res=0xfd11 Z=0
PASS | Op: ADD A: 0x3bf4 B: 0x2ad9 -> Res=0x66cd Z=0
PASS | Op: ADD A: 0xa058 B: 0x1ad7 -> Res=0xbb2f Z=0
PASS | Op: SUB A: 0x761b B: 0xbde2 -> Res=0xb839 Z=0
PASS | Op: XOR A: 0x3f90 B: 0xd2a1 -> Res=0xed31 Z=0
PASS | Op: AND A: 0x9a5c B: 0x393d -> Res=0x181c Z=0
PASS | Op: XOR A: 0x3280 B: 0xac07 -> Res=0x9e87 Z=0
PASS | Op: AND A: 0xe9c9 B: 0x8f89 -> Res=0x8989 Z=0
PASS | Op: OR A: 0x6b30 B: 0x6a8d -> Res=0x6bbd Z=0
PASS | Op: OR A: 0x104a B: 0x249a -> Res=0x34da Z=0
PASS | Op: SUB A: 0x76bd B: 0xc227 -> Res=0xb496 Z=0
PASS | Op: AND A: 0x1d59 B: 0x9037 -> Res=0x1011 Z=0
PASS | Op: ADD A: 0x453b B: 0x911d -> Res=0xd658 Z=0
PASS | Op: ADD A: 0xe184 B: 0xa892 -> Res=0x8a16 Z=0
PASS | Op: AND A: 0x4cc8 B: 0xa17f -> Res=0x48 Z=0
PASS | Op: XOR A: 0x4c12 B: 0x8ffb -> Res=0xc3e9 Z=0
PASS | Op: XOR A: 0xf2f7 B: 0xe0d5 -> Res=0x1222 Z=0
PASS | Op: XOR A: 0x6613 B: 0xa0bc -> Res=0xc6af Z=0
PASS | Op: SUB A: 0x1027 B: 0x75f7 -> Res=0x9a30 Z=0
PASS | Op: ADD A: 0x50fe B: 0x80a4 -> Res=0xd1a2 Z=0
PASS | Op: AND A: 0x9ff2 B: 0x32d4 -> Res=0x12d0 Z=0
PASS | Op: SUB A: 0xd491 B: 0xb3c0 -> Res=0x20d1 Z=0
PASS | Op: XOR A: 0x8f0a B: 0xfef -> Res=0x80e5 Z=0
PASS | Op: ADD A: 0xe960 B: 0x4b3b -> Res=0x349b Z=0
PASS | Op: XOR A: 0xe670 B: 0xbd4c -> Res=0x5b3c Z=0
PASS | Op: SUB A: 0x9ff8 B: 0x7e93 -> Res=0x2165 Z=0
PASS | Op: XOR A: 0x158 B: 0xcdcf -> Res=0xcc97 Z=0
PASS | Op: SUB A: 0x6bab B: 0xb403 -> Res=0xb7a8 Z=0
PASS | Op: XOR A: 0xba3c B: 0xbf19 -> Res=0x525 Z=0
PASS | Op: OR A: 0xde3d B: 0x432e -> Res=0xdf3f Z=0
PASS | Op: SUB A: 0x3efd B: 0x3a7 -> Res=0x3b56 Z=0
PASS | Op: ADD A: 0x1040 B: 0x51c7 -> Res=0x6207 Z=0
PASS | Op: XOR A: 0x8e2d B: 0xabc8 -> Res=0x25e5 Z=0
PASS | Op: AND A: 0xf542 B: 0x478d -> Res=0x4500 Z=0
PASS | Op: ADD A: 0x81e9 B: 0x7ee1 -> Res=0xca Z=0
PASS | Op: ADD A: 0x1339 B: 0x13c7 -> Res=0x2700 Z=0
PASS | Op: OR A: 0xf0f8 B: 0xdaf6 -> Res=0xfafe Z=0
PASS | Op: ADD A: 0xc64 B: 0x92d7 -> Res=0x9f3b Z=0
PASS | Op: ADD A: 0xe3ad B: 0x6763 -> Res=0x4b10 Z=0
PASS | Op: ADD A: 0x3a53 B: 0xb27b -> Res=0xecce Z=0
PASS | Op: SUB A: 0xf2e7 B: 0x8f4a -> Res=0x639d Z=0
PASS | Op: XOR A: 0x1c13 B: 0xc82f -> Res=0xd43c Z=0
PASS | Op: OR A: 0xc823 B: 0x9e0d -> Res=0xde2f Z=0
PASS | Op: OR A: 0x490a B: 0x1e46 -> Res=0x5f4e Z=0
PASS | Op: OR A: 0x676a B: 0xc93c -> Res=0xef7e Z=0
PASS | Op: SUB A: 0x7771 B: 0x26b9 -> Res=0x50b8 Z=0
PASS | Op: AND A: 0xd44b B: 0x2338 -> Res=0x8 Z=0
PASS | Op: XOR A: 0xe283 B: 0x694f -> Res=0x8bcc Z=0
PASS | Op: XOR A: 0x8eba B: 0x1649 -> Res=0x98f3 Z=0
PASS | Op: ADD A: 0xf6c6 B: 0xb043 -> Res=0xa709 Z=0
PASS | Op: ADD A: 0xb24a B: 0xf6ec -> Res=0xa936 Z=0
PASS | Op: XOR A: 0x7b73 B: 0x1fbb -> Res=0x64c8 Z=0
PASS | Op: ADD A: 0x9483 B: 0xf266 -> Res=0x86e9 Z=0
PASS | Op: SUB A: 0xba09 B: 0xaacd -> Res=0xf3c Z=0
PASS | Op: ADD A: 0xd0b4 B: 0x3ee5 -> Res=0xf99 Z=0
PASS | Op: ADD A: 0xc1a7 B: 0xf348 -> Res=0xb4ef Z=0
PASS | Op: SUB A: 0x6d3d B: 0x47d5 -> Res=0x2568 Z=0
PASS | Op: XOR A: 0xf4df B: 0xf2d6 -> Res=0x609 Z=0
PASS | Op: XOR A: 0x6a4c B: 0x3060 -> Res=0x5a2c Z=0
PASS | Op: SUB A: 0x9867 B: 0x22a3 -> Res=0x75c4 Z=0
PASS | Op: XOR A: 0xa929 B: 0xae83 -> Res=0x7aa Z=0
PASS | Op: ADD A: 0x74f5 B: 0xa1e9 -> Res=0x16de Z=0
PASS | Op: ADD A: 0x394b B: 0x402 -> Res=0x3d4d Z=0
PASS | Op: OR A: 0xeda1 B: 0x2fc2 -> Res=0xefe3 Z=0
PASS | Op: ADD A: 0x8da2 B: 0x815c -> Res=0xefe Z=0
PASS | Op: SUB A: 0xa006 B: 0xd2e -> Res=0x92d8 Z=0
PASS | Op: XOR A: 0x48e6 B: 0x899 -> Res=0x407f Z=0
PASS | Op: OR A: 0x88e B: 0x66e2 -> Res=0x6eee Z=0
PASS | Op: AND A: 0x8b96 B: 0x7681 -> Res=0x280 Z=0
PASS | Op: XOR A: 0x191d B: 0x7ea6 -> Res=0x67bb Z=0
PASS | Op: OR A: 0xb115 B: 0x9211 -> Res=0xb315 Z=0
PASS | Op: ADD A: 0xbdd8 B: 0x5db1 -> Res=0x1b89 Z=0
PASS | Op: AND A: 0x2af3 B: 0xaef3 -> Res=0x2af3 Z=0
PASS | Op: AND A: 0x353d B: 0x4106 -> Res=0x104 Z=0
PASS | Op: XOR A: 0x305d B: 0xcb73 -> Res=0xfb2e Z=0
PASS | Op: XOR A: 0x25b4 B: 0x4532 -> Res=0x6086 Z=0
PASS | Op: AND A: 0x422a B: 0xf9d4 -> Res=0x4000 Z=0
PASS | Op: AND A: 0x3d14 B: 0xa88a -> Res=0x2800 Z=0
PASS | Op: ADD A: 0x9537 B: 0xcd4a -> Res=0x6281 Z=0
PASS | Op: XOR A: 0xe069 B: 0xf1e1 -> Res=0x1188 Z=0
PASS | Op: XOR A: 0xf2eb B: 0x7a5 -> Res=0xf54e Z=0
PASS | Op: SUB A: 0x6504 B: 0xed54 -> Res=0x77b0 Z=0
PASS | Op: AND A: 0x9e95 B: 0x6622 -> Res=0x600 Z=0
PASS | Op: AND A: 0x9c66 B: 0x498a -> Res=0x802 Z=0
PASS | Op: SUB A: 0xc52e B: 0xc490 -> Res=0x9e Z=0
PASS | Op: SUB A: 0x8551 B: 0x6dff -> Res=0x1752 Z=0
PASS | Op: SUB A: 0x806a B: 0xd06d -> Res=0xaffd Z=0
PASS | Op: SUB A: 0x4b8c B: 0x255 -> Res=0x4937 Z=0
PASS | Op: XOR A: 0x4ab4 B: 0x5ce4 -> Res=0x1650 Z=0
PASS | Op: SUB A: 0x2c05 B: 0xdc00 -> Res=0x5005 Z=0
PASS | Op: OR A: 0x368f B: 0x6322 -> Res=0x77af Z=0
PASS | Op: SUB A: 0xe880 B: 0xdb93 -> Res=0xced Z=0
PASS | Op: AND A: 0xf839 B: 0xcad4 -> Res=0xc810 Z=0
PASS | Op: OR A: 0xb690 B: 0x32e5 -> Res=0xb6f5 Z=0
PASS | Op: XOR A: 0x4a76 B: 0xcbd7 -> Res=0x81a1 Z=0
PASS | Op: AND A: 0xcd7c B: 0x6e1e -> Res=0x4c1c Z=0
PASS | Op: XOR A: 0x5e77 B: 0x22c2 -> Res=0x7cb5 Z=0
PASS | Op: AND A: 0x5992 B: 0xe64c -> Res=0x4000 Z=0
PASS | Op: ADD A: 0xcd1 B: 0x4855 -> Res=0x5526 Z=0
PASS | Op: XOR A: 0xaa13 B: 0x5d0e -> Res=0xf71d Z=0
PASS | Op: SUB A: 0x4837 B: 0x9e85 -> Res=0xa9b2 Z=0
PASS | Op: XOR A: 0x1965 B: 0x276f -> Res=0x3e0a Z=0
PASS | Op: ADD A: 0x6425 B: 0x1646 -> Res=0x7a6b Z=0
PASS | Op: ADD A: 0x6cce B: 0x1352 -> Res=0x8020 Z=0
PASS | Op: OR A: 0xa304 B: 0x648d -> Res=0xe78d Z=0
PASS | Op: OR A: 0xc459 B: 0x8d7d -> Res=0xcd7d Z=0
PASS | Op: SUB A: 0x426e B: 0x7bcc -> Res=0xc6a2 Z=0
PASS | Op: OR A: 0x3403 B: 0x7d87 -> Res=0x7d87 Z=0
PASS | Op: SUB A: 0x61f9 B: 0x6a2c -> Res=0xf7cd Z=0
PASS | Op: XOR A: 0x22dd B: 0x110a -> Res=0x33d7 Z=0
PASS | Op: OR A: 0x7dfa B: 0x2095 -> Res=0x7dff Z=0
PASS | Op: ADD A: 0x4299 B: 0x7e4a -> Res=0xc0e3 Z=0
PASS | Op: XOR A: 0x2559 B: 0x489e -> Res=0x6dc7 Z=0
PASS | Op: ADD A: 0x6bfc B: 0x94c8 -> Res=0xc4 Z=0
PASS | Op: XOR A: 0x86b9 B: 0x629 -> Res=0x8090 Z=0
PASS | Op: SUB A: 0x2c3b B: 0x847a -> Res=0xa7c1 Z=0
PASS | Op: ADD A: 0x900 B: 0xaa05 -> Res=0xb305 Z=0
PASS | Op: OR A: 0x5d04 B: 0x5e70 -> Res=0x5f74 Z=0
PASS | Op: AND A: 0x932b B: 0x4d77 -> Res=0x123 Z=0
PASS | Op: AND A: 0xec67 B: 0x3fc9 -> Res=0x2c41 Z=0
PASS | Op: ADD A: 0xc096 B: 0x260c -> Res=0xe6a2 Z=0
PASS | Op: SUB A: 0xe9a1 B: 0xa378 -> Res=0x4629 Z=0
PASS | Op: ADD A: 0x88cd B: 0xcde2 -> Res=0x56af Z=0
PASS | Op: OR A: 0xa62c B: 0xe398 -> Res=0xe7bc Z=0
PASS | Op: ADD A: 0x5427 B: 0xd757 -> Res=0x2b7e Z=0
PASS | Op: SUB A: 0x2ae5 B: 0x80fb -> Res=0xa9ea Z=0
PASS | Op: ADD A: 0x6428 B: 0xd0d9 -> Res=0x3501 Z=0
PASS | Op: XOR A: 0xe6dd B: 0x65f1 -> Res=0x832c Z=0
PASS | Op: ADD A: 0x503f B: 0x8e64 -> Res=0xdea3 Z=0
PASS | Op: XOR A: 0x1b34 B: 0x244b -> Res=0x3f7f Z=0
PASS | Op: ADD A: 0xbf73 B: 0x2ae1 -> Res=0xea54 Z=0
PASS | Op: OR A: 0x512f B: 0x9de6 -> Res=0xddef Z=0
PASS | Op: AND A: 0x80f3 B: 0x2c1c -> Res=0x10 Z=0
